Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1310,40,FV,,3037,Pave,,Reg,Bnk,AllPub,FR2,Mod,NridgHt,PosN,RRNn,TwnhsE,SLvl,10,1,1992,2030,Shed,CompShg,MetalSd,MetalSd,None,6.5,Po,Gd,CBlock,,Gd,Gd,Rec,382.1,BLQ,36.3,126.1,544.5,Grav,Ex,Y,SBrkr,1298.8,426.9,15.2,1735.8,0,0,0,1,2,1,Fa,4,Maj1,2,,,,RFn,0,0.0,,Po,Y,164.6,3.5,20.1,22.6,63.5,0.0,,,0.0,5,2006,New,Partial,1447272.0
1311,20,RL,87.0,2057,Grvl,,IR2,Lvl,NoSeWa,FR2,Mod,MeadowV,PosN,Feedr,Twnhs,SLvl,8,2,1993,2020,Flat,ClyTile,Wd Sdng,Wd Sdng,BrkFace,72.4,Gd,TA,Wood,Po,,Mn,Unf,431.7,,138.0,194.1,763.8,Floor,Fa,Y,SBrkr,1082.0,508.7,22.3,1633.2,0,0,2,0,1,2,Ex,3,Maj1,1,TA,Attchd,1996.0,RFn,1,173.3,Gd,TA,Y,50.9,61.8,1.1,35.7,6.8,0.0,MnPrv,,0.0,2,2011,ConLD,Family,1181272.0
1312,60,RL,69.9,5320,Pave,,IR3,HLS,ELO,Inside,Mod,Timber,Artery,PosA,2fmCon,1Story,8,7,1909,1933,Gable,WdShake,Plywood,Plywood,,0.0,Po,Ex,Wood,Gd,Gd,Mn,Unf,522.1,Rec,171.9,101.1,795.1,GasA,Ex,Y,SBrkr,1060.5,0.0,10.4,1066.4,2,1,2,1,4,2,Gd,11,Min1,3,,Attchd,1924.0,Unf,2,99.4,Fa,Fa,Y,136.0,67.6,83.6,43.5,3.1,0.0,,,0.0,11,2007,WD,Alloca,763485.0
1313,30,RL,60.9,9988,Pave,,Reg,HLS,NoSeWa,CulDSac,Sev,NWAmes,RRAn,RRAn,TwnhsE,2.5Unf,8,1,1954,1972,Gable,Metal,VinylSd,VinylSd,BrkFace,101.0,TA,Fa,Stone,TA,Ex,Av,,426.0,,11.8,248.3,686.1,GasW,Gd,Y,SBrkr,1273.7,0.0,31.6,1285.6,2,1,2,1,3,1,Ex,13,Sal,0,Gd,Attchd,1957.0,Unf,1,205.3,Gd,TA,Y,77.5,81.4,27.3,42.6,74.2,0.0,GdPrv,,0.0,8,2009,CWD,Family,998106.0
1314,75,RL,76.8,6453,Pave,,Reg,Lvl,AllPub,Inside,Mod,Crawfor,PosN,RRNe,TwnhsE,1Story,8,7,1956,1959,Gable,Tar&Grv,Stucco,Stucco,BrkCmn,21.3,Ex,TA,Stone,Gd,Gd,Gd,ALQ,,,75.2,160.2,510.1,OthW,Gd,Y,SBrkr,850.6,1221.0,16.5,2126.5,2,0,1,0,1,1,Fa,12,Sev,1,Gd,Detchd,1982.0,Unf,3,545.8,TA,Ex,Y,53.2,101.3,21.3,28.3,17.6,0.0,,,0.0,8,2006,WD,Abnorml,1522029.0
1315,85,RL,35.0,17263,Pave,,Reg,Low,AllPub,CulDSac,Sev,MeadowV,RRAe,Artery,Duplex,2.5Fin,8,8,1949,1982,Flat,ClyTile,MetalSd,MetalSd,,0.0,Fa,Fa,Stone,Fa,Fa,No,Rec,266.1,,115.6,47.7,429.4,Floor,Ex,N,SBrkr,1175.7,0.0,33.7,1180.5,2,0,2,1,5,0,TA,3,Min2,1,Gd,,,RFn,0,0.0,Gd,Gd,Y,49.3,22.8,16.7,5.9,30.7,0.0,MnPrv,,0.0,7,2009,VWD,Normal,905248.0
1316,50,RM,109.6,1215,Pave,,IR2,HLS,ELO,Inside,Gtl,ClearCr,Artery,Norm,Twnhs,1.5Unf,9,2,1873,1904,Shed,Roll,CmentBd,CmentBd,None,44.8,Ex,Ex,Slab,TA,Gd,Gd,Unf,285.6,,86.2,396.6,768.4,Floor,Ex,Y,SBrkr,521.9,405.5,30.4,993.9,1,0,0,0,1,0,TA,6,Sev,1,TA,Attchd,1893.0,,0,0.0,,TA,Y,104.1,31.3,24.1,26.1,25.9,0.0,,,0.0,9,2006,WD,AdjLand,795372.0
1317,70,C (all),83.1,8121,Pave,,Reg,HLS,NoSeWa,Inside,Gtl,Timber,RRAn,RRAe,2fmCon,SFoyer,2,4,1903,1927,Flat,Roll,Stucco,Stucco,,0.0,Gd,Fa,Slab,TA,TA,No,Unf,321.4,BLQ,84.5,212.4,618.3,Wall,Gd,Y,SBrkr,1025.3,974.2,11.2,2017.1,2,1,2,0,4,2,Fa,4,Sev,2,Gd,Attchd,1919.0,,0,0.0,Gd,Ex,Y,38.0,26.5,24.2,13.0,66.1,0.0,GdPrv,,0.0,5,2006,New,Alloca,835354.0
1318,85,RL,87.3,3295,Pave,,IR1,Low,NoSeWa,Inside,Sev,MeadowV,PosA,PosA,Twnhs,2Story,9,7,1874,1895,Flat,Membran,CmentBd,CmentBd,BrkFace,55.9,TA,TA,Stone,TA,Fa,,GLQ,553.5,Unf,2.8,329.4,885.7,Grav,Ex,Y,SBrkr,1068.5,835.5,17.2,1940.6,1,1,1,0,1,2,Gd,3,Maj2,2,,BuiltIn,1876.0,RFn,1,176.1,Fa,Gd,Y,79.7,116.8,16.8,57.2,29.2,0.0,,,0.0,1,2010,WD,Alloca,1480704.0
1319,120,RM,48.5,2472,Pave,,Reg,Low,ELO,FR3,Mod,Veenker,PosN,Norm,Twnhs,SLvl,8,1,1972,1999,Gambrel,Membran,Stucco,Stucco,BrkFace,36.0,Ex,Fa,BrkTil,Gd,TA,Gd,GLQ,514.5,,50.3,227.5,792.3,Wall,Gd,Y,SBrkr,1243.8,422.5,29.4,1684.0,2,1,1,1,5,1,Po,3,Sev,3,,,,RFn,0,,Gd,TA,Y,154.8,110.8,28.7,4.4,16.5,0.0,,,0.0,2,2011,VWD,Normal,1187833.0
1320,30,RH,95.7,7128,Pave,,Reg,Lvl,NoSeWa,Inside,Gtl,Edwards,Feedr,Feedr,Twnhs,2.5Unf,10,6,1903,1920,Flat,Metal,Plywood,Plywood,None,73.1,Ex,Fa,Slab,,Gd,,LwQ,450.6,,150.9,269.6,871.1,Wall,Ex,Y,SBrkr,1112.3,0.0,53.3,1156.7,1,0,2,0,1,2,Ex,4,Min2,3,,Attchd,1908.0,RFn,2,,Gd,Gd,Y,90.8,96.9,29.4,2.3,25.1,0.0,,,0.0,9,2009,WD,Abnorml,1006868.0
1321,160,FV,60.8,2608,Pave,,Reg,Lvl,ELO,Corner,Gtl,Timber,Norm,RRAn,1Fam,1.5Fin,1,5,1875,1881,Hip,WdShake,BrkFace,BrkFace,BrkFace,66.9,Ex,TA,Wood,TA,Po,,BLQ,705.8,,121.8,4.1,831.7,Grav,TA,Y,Mix,961.3,0.0,7.7,1023.3,2,1,2,0,5,0,Po,2,Maj1,2,TA,Attchd,1893.0,RFn,2,259.7,TA,Fa,Y,89.7,0.7,22.3,17.3,10.0,0.0,,,0.0,2,2006,WD,Normal,406973.0
1322,75,RL,50.9,3147,Pave,Grvl,IR2,Lvl,NoSeWa,Corner,Sev,Sawyer,RRAn,RRNe,Twnhs,1Story,5,6,1898,1908,Gambrel,WdShake,Stucco,Stucco,BrkFace,63.0,Fa,TA,Slab,Ex,Ex,Gd,BLQ,,Unf,13.2,391.7,636.1,Grav,Ex,Y,SBrkr,804.7,0.0,15.9,844.3,2,1,1,0,0,1,Ex,12,Sev,3,,Attchd,1899.0,RFn,2,635.3,TA,Gd,Y,60.6,114.4,7.7,14.6,42.6,0.0,MnPrv,,0.0,11,2006,ConLI,Alloca,517167.0
1323,30,RM,69.2,4282,Pave,,Reg,HLS,AllPub,Corner,Sev,ClearCr,RRAn,Norm,TwnhsE,1.5Fin,2,8,1922,1932,Gable,Tar&Grv,Wd Sdng,Wd Sdng,None,57.6,TA,TA,Slab,TA,Gd,,Rec,208.0,BLQ,86.0,331.8,625.8,Grav,Ex,Y,SBrkr,801.4,573.7,23.5,1393.4,0,1,0,1,0,1,Po,14,Maj1,1,,BuiltIn,1948.0,RFn,0,0.0,Gd,Ex,Y,51.7,21.5,67.7,2.4,4.6,0.0,MnPrv,,0.0,12,2008,CWD,AdjLand,615622.0
1324,45,RL,68.7,6894,Pave,,IR1,Lvl,ELO,FR2,Sev,NridgHt,PosN,RRAe,1Fam,SLvl,10,1,1870,1878,Shed,Tar&Grv,CmentBd,CmentBd,,0.0,Fa,TA,Slab,TA,TA,No,,297.7,,34.4,197.2,529.3,Wall,Fa,N,Mix,803.9,1033.7,7.0,1902.1,1,1,0,1,2,1,Ex,9,Sev,2,Ex,Attchd,1891.0,Unf,4,863.7,Gd,Ex,Y,13.0,47.2,19.5,29.0,14.7,0.0,,,0.0,3,2011,WD,Alloca,1549837.0
1325,20,RH,,3511,Pave,,Reg,HLS,NoSeWa,Inside,Sev,StoneBr,Artery,Artery,1Fam,1Story,5,3,1928,1962,Mansard,Metal,BrkFace,BrkFace,,0.0,Ex,Po,PConc,Gd,,Mn,Unf,165.6,,57.4,243.2,466.2,OthW,TA,Y,SBrkr,510.6,641.1,32.7,1162.1,2,0,2,1,5,2,TA,10,Typ,3,,Attchd,1941.0,RFn,1,355.8,,TA,Y,121.2,71.3,10.5,19.4,32.0,0.0,,,0.0,5,2009,WD,Abnorml,658472.0
1326,190,RL,52.1,4403,Pave,,IR2,Bnk,NoSeWa,Corner,Sev,NridgHt,Norm,RRAn,Twnhs,SLvl,8,9,1876,1912,Shed,CompShg,AsbShng,AsbShng,,0.0,Fa,Ex,Slab,TA,TA,,Unf,114.0,,43.8,350.4,508.2,Grav,Gd,Y,SBrkr,1423.0,0.0,44.9,1458.0,1,0,2,1,2,0,Ex,13,Min1,2,Ex,,,,0,0.0,,Gd,Y,12.1,93.1,65.2,31.1,22.7,0.0,GdPrv,,0.0,8,2008,WD,Family,1084200.0
1327,50,RL,50.5,2584,Pave,,IR1,Low,NoSeWa,FR2,Sev,BrkSide,RRAe,RRAn,TwnhsE,1Story,9,8,1947,1969,Gambrel,WdShake,Plywood,Plywood,BrkFace,79.3,Fa,TA,BrkTil,TA,Ex,Gd,BLQ,43.4,ALQ,190.4,144.2,378.0,Grav,Gd,Y,SBrkr,1199.6,438.8,17.2,1667.0,0,0,2,1,2,1,Ex,2,Min2,2,Gd,Detchd,1953.0,Fin,2,455.2,TA,Ex,Y,94.1,57.1,14.0,14.9,15.1,0.0,,,0.0,10,2006,WD,Family,366725.28644281666
1328,80,RM,50.7,4029,Pave,,Reg,Low,ELO,Corner,Sev,ClearCr,RRAe,Feedr,2fmCon,2.5Unf,9,4,1920,1952,Gambrel,ClyTile,VinylSd,VinylSd,BrkFace,64.0,Gd,Gd,PConc,TA,Ex,Mn,Rec,237.7,Rec,99.4,37.5,374.6,Floor,Po,Y,FuseF,976.4,0.0,7.3,1007.7,1,1,1,1,3,0,Fa,14,Mod,2,,Attchd,1942.0,RFn,1,339.6,TA,TA,Y,205.1,98.8,3.9,1.6,8.9,0.0,,,0.0,12,2008,WD,Normal,776801.0
1329,20,RL,62.2,7283,Pave,,IR1,Bnk,AllPub,CulDSac,Mod,Timber,Feedr,RRAn,Twnhs,SLvl,1,9,1896,1896,Gable,ClyTile,Stucco,Stucco,None,41.9,Po,Fa,Wood,TA,Gd,Gd,Rec,478.8,Unf,27.1,147.0,652.9,Wall,TA,Y,FuseF,1144.5,709.5,23.3,1859.7,2,1,3,0,4,1,Fa,6,Sal,2,,Detchd,1906.0,Unf,1,101.0,Ex,Gd,Y,51.8,30.7,26.8,6.1,18.9,0.0,,,0.0,7,2007,VWD,Alloca,718175.0
1330,80,RH,42.2,5917,Pave,,Reg,Lvl,NoSeWa,FR3,Mod,Sawyer,RRNn,RRNe,1Fam,2.5Fin,7,7,1932,1951,Flat,ClyTile,Plywood,Plywood,BrkFace,73.6,Po,TA,Wood,Ex,Fa,No,GLQ,454.8,,26.1,222.9,703.8,Grav,TA,Y,SBrkr,1125.9,0.0,27.7,1145.4,0,0,3,1,3,1,Ex,9,Typ,1,TA,Detchd,1946.0,RFn,1,280.0,TA,TA,Y,30.9,19.9,22.4,22.5,28.3,0.0,,,0.0,10,2011,ConLD,Abnorml,810612.0
1331,90,RH,56.2,4329,Pave,,Reg,HLS,ELO,Inside,Mod,Crawfor,PosN,RRAn,2fmCon,1.5Fin,8,2,1930,1934,Flat,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,Slab,Fa,Fa,Av,,149.6,GLQ,16.7,195.1,361.4,Wall,Ex,Y,SBrkr,602.1,547.8,26.3,1169.4,2,0,1,1,3,0,Ex,14,Min2,1,,Basment,1959.0,RFn,3,640.0,Ex,Gd,Y,81.7,14.0,57.3,12.5,2.5,0.0,,Shed,205.7,12,2009,WD,Abnorml,889640.0
1332,190,RM,90.9,2588,Pave,,Reg,HLS,NoSeWa,FR3,Mod,Crawfor,Artery,Feedr,2fmCon,2Story,10,1,1930,1958,Gambrel,CompShg,HdBoard,HdBoard,None,78.4,Gd,Ex,CBlock,Gd,Ex,Mn,,344.0,,106.4,397.6,848.0,GasW,Fa,Y,SBrkr,1091.0,0.0,39.1,1141.6,0,1,2,0,2,1,Gd,3,Min1,3,,Detchd,1947.0,RFn,0,0.0,Gd,Fa,Y,72.6,27.5,3.3,10.8,0.9,0.0,,,0.0,3,2009,Con,Family,976646.0
1333,75,RL,86.5,1489,Pave,Grvl,IR2,HLS,AllPub,FR3,Gtl,OldTown,Norm,PosA,1Fam,2.5Unf,3,1,1995,2020,Flat,Metal,Plywood,Plywood,BrkFace,46.5,Fa,TA,PConc,Fa,,Av,Unf,571.5,GLQ,27.0,56.0,654.5,GasA,Gd,Y,FuseP,1280.9,1005.9,30.7,2313.9,0,1,3,0,4,2,TA,2,Min1,2,Gd,Attchd,1998.0,Fin,1,202.9,,Gd,P,70.0,109.9,33.2,30.1,37.1,0.0,,,0.0,5,2007,Con,Family,1101417.0
1334,60,RM,49.0,8481,Pave,,IR2,Low,AllPub,CulDSac,Mod,Somerst,Artery,PosN,2fmCon,2.5Fin,6,3,1914,1951,Gambrel,Tar&Grv,VinylSd,VinylSd,None,7.1,Fa,Po,Wood,Ex,Gd,Av,ALQ,4.0,,35.6,75.0,114.6,Floor,Gd,Y,SBrkr,696.6,0.0,13.8,786.9,1,1,1,1,3,0,Ex,6,Maj2,2,,Attchd,1916.0,RFn,1,178.3,Gd,Ex,N,159.4,82.1,60.4,13.7,21.7,0.0,,,0.0,1,2011,WD,Normal,535594.0
1335,70,RL,89.2,1336,Pave,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,RRNn,PosA,TwnhsE,2.5Unf,3,2,1998,2000,Shed,CompShg,CmentBd,CmentBd,BrkFace,42.8,TA,Gd,Slab,,TA,Gd,,268.2,ALQ,96.7,41.3,406.2,Floor,Fa,Y,Mix,439.9,0.0,35.8,542.5,2,1,1,1,0,0,Ex,2,Min1,1,,Attchd,2013.0,RFn,1,294.6,Ex,TA,Y,44.9,18.3,62.0,8.6,32.9,0.0,,,0.0,9,2007,WD,Partial,315014.0
1336,40,RL,30.7,6742,Pave,,IR1,HLS,ELO,CulDSac,Gtl,CollgCr,RRAe,RRNn,TwnhsE,1Story,9,4,1964,1984,Mansard,Metal,Wd Sdng,Wd Sdng,,0.0,Po,Gd,BrkTil,TA,Fa,Gd,BLQ,357.3,,111.2,264.3,732.8,Wall,Fa,Y,SBrkr,551.4,0.0,12.1,565.9,2,0,0,1,3,1,TA,7,Min2,3,,Attchd,1971.0,RFn,0,0.0,TA,TA,N,130.0,67.2,43.4,34.5,24.4,0.0,GdPrv,,0.0,12,2008,WD,Normal,501423.0
1337,180,C (all),118.6,3526,Pave,Pave,Reg,HLS,NoSeWa,FR2,Gtl,Timber,Artery,RRAn,Twnhs,1.5Fin,3,8,1960,1972,Shed,Tar&Grv,BrkFace,BrkFace,BrkFace,,Fa,TA,Stone,Gd,Fa,,,302.0,,59.9,28.9,390.8,Grav,TA,Y,SBrkr,871.1,1237.2,21.4,2165.9,0,1,1,0,0,0,Gd,10,Min1,1,,Attchd,1967.0,Unf,2,483.7,TA,,Y,1.5,59.9,23.8,5.2,24.6,0.0,GdPrv,,0.0,7,2007,Con,Abnorml,1023334.0
1338,190,RL,96.0,3306,Pave,,IR1,HLS,ELO,Corner,Sev,Somerst,RRAe,Feedr,Twnhs,SLvl,2,5,1913,1943,Mansard,CompShg,Stucco,Stucco,,0.0,TA,Ex,Wood,Po,TA,Av,,470.1,ALQ,113.0,311.6,894.7,Wall,Fa,Y,SBrkr,534.1,0.0,5.4,548.6,2,0,2,0,3,2,Fa,9,Sev,2,TA,Attchd,1916.0,RFn,0,0.0,Ex,TA,Y,160.4,37.9,36.8,11.9,32.9,0.0,,,0.0,3,2006,WD,Normal,229164.0
1339,20,RL,58.8,1730,Pave,,Reg,Bnk,NoSeWa,Inside,Gtl,Veenker,RRAe,PosA,2fmCon,1.5Fin,9,5,1931,1947,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Po,TA,Slab,,TA,Av,BLQ,0.4,Unf,72.1,60.1,132.6,OthW,Fa,Y,SBrkr,848.4,0.0,0.1,854.3,0,0,0,0,5,1,Fa,13,Maj2,0,,Attchd,1946.0,RFn,0,0.0,Ex,Ex,P,119.8,77.2,42.0,36.7,12.0,0.0,,,0.0,3,2007,WD,AdjLand,680193.0
1340,50,RH,77.6,3102,Pave,,Reg,HLS,ELO,CulDSac,Gtl,ClearCr,Feedr,PosA,1Fam,2.5Unf,8,6,1930,1964,Hip,ClyTile,Wd Sdng,Wd Sdng,BrkFace,76.6,TA,Fa,CBlock,,,Mn,BLQ,98.8,GLQ,10.5,84.0,193.3,GasA,Ex,Y,SBrkr,703.6,787.6,3.7,1602.5,1,0,3,0,5,2,TA,7,Mod,3,TA,Attchd,1933.0,RFn,0,0.0,Gd,Fa,N,228.4,83.6,3.3,56.2,44.5,0.0,MnWw,,0.0,2,2008,WD,Alloca,1154445.0
1341,180,RL,42.0,1953,Pave,Grvl,Reg,Bnk,NoSeWa,Inside,Gtl,NWAmes,RRAe,RRNn,TwnhsE,1Story,8,5,1948,1970,Hip,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,,,Gd,Rec,436.4,ALQ,115.2,465.5,1017.1,Floor,TA,Y,SBrkr,899.8,154.4,3.1,1072.9,0,1,1,0,4,2,Ex,5,Sev,2,Ex,Attchd,1977.0,RFn,1,114.8,Gd,Gd,N,28.3,17.6,47.0,30.3,29.3,0.0,,,0.0,1,2010,Con,AdjLand,859392.0
1342,120,RL,71.2,4559,Pave,,Reg,HLS,ELO,Inside,Sev,NridgHt,RRNe,PosA,Duplex,1.5Unf,2,5,1958,1960,Shed,Roll,Plywood,Plywood,,0.0,Gd,Fa,Wood,Ex,TA,Av,Rec,40.4,BLQ,111.9,384.9,537.2,Floor,Po,Y,SBrkr,747.1,0.0,1.8,761.0,2,1,0,1,5,2,Fa,8,Maj2,0,,BuiltIn,1963.0,RFn,4,1114.0,Gd,Ex,Y,46.8,106.6,33.5,32.2,24.4,0.0,,,0.0,4,2009,WD,Normal,340716.0
1343,120,FV,66.3,5479,Pave,,Reg,HLS,NoSeWa,Inside,Mod,NridgHt,RRAe,PosA,Twnhs,1.5Fin,6,7,1981,1982,Flat,Tar&Grv,Plywood,Plywood,BrkFace,51.9,Ex,Po,PConc,TA,Gd,,Rec,462.4,,25.1,217.9,705.4,GasA,Po,Y,SBrkr,889.2,923.8,9.4,1847.1,0,0,1,1,0,0,Ex,13,Min1,2,,Attchd,2002.0,RFn,2,441.8,Gd,,Y,122.6,73.2,56.1,25.4,6.5,0.0,,,0.0,9,2007,WD,AdjLand,1187837.0
1344,30,RL,53.3,1392,Pave,Grvl,Reg,HLS,ELO,CulDSac,Mod,NoRidge,Norm,RRNe,TwnhsE,2.5Fin,5,6,1980,1982,Hip,Membran,Wd Sdng,Wd Sdng,BrkFace,,Ex,Gd,BrkTil,Gd,TA,Av,ALQ,390.0,,286.0,3.3,679.3,Wall,Gd,Y,SBrkr,1080.8,340.0,35.1,1438.1,2,1,1,1,5,1,Po,7,Typ,3,,Detchd,1985.0,,3,738.8,Ex,TA,Y,90.9,13.8,81.4,11.5,43.7,190.0,,,0.0,5,2011,WD,Normal,811533.0
1345,180,RM,60.6,5600,Pave,,Reg,Bnk,AllPub,CulDSac,Gtl,Timber,Norm,RRNn,2fmCon,SLvl,2,2,1919,1938,Mansard,ClyTile,Plywood,Plywood,BrkFace,34.8,Ex,Gd,Slab,Gd,Gd,No,Rec,448.4,Unf,206.2,502.2,1156.8,Floor,Fa,Y,SBrkr,612.6,715.8,9.3,1389.1,1,0,0,1,0,1,Ex,8,Maj2,3,,Attchd,1936.0,Fin,2,312.6,Gd,TA,Y,86.3,2.5,29.4,17.6,19.3,0.0,,,0.0,7,2010,WD,Family,584766.0
1346,50,RH,58.7,6211,Pave,,IR2,HLS,ELO,Corner,Gtl,MeadowV,Norm,Feedr,TwnhsE,SFoyer,5,1,1910,1918,Gable,Membran,AsbShng,AsbShng,,,TA,Po,Wood,,,Mn,ALQ,206.1,Unf,174.0,170.6,550.7,Grav,Ex,Y,SBrkr,984.4,1443.1,17.6,2500.6,1,0,3,1,2,2,Fa,3,Mod,3,Fa,Attchd,1921.0,RFn,2,542.2,Gd,Gd,Y,124.4,32.1,39.3,17.9,22.9,0.0,,,0.0,7,2007,WD,Alloca,2946881.8110170173
1347,75,FV,,4282,Pave,Grvl,Reg,Lvl,AllPub,CulDSac,Mod,Mitchel,RRAn,Feedr,TwnhsE,2.5Unf,4,1,1902,1905,Mansard,Metal,Stucco,Stucco,BrkFace,72.3,Fa,Fa,Wood,Ex,Gd,No,ALQ,402.0,,120.1,237.1,759.2,Wall,Fa,N,FuseP,644.3,406.8,38.9,1119.1,0,1,1,0,0,2,Ex,8,Sev,0,,,,Fin,0,0.0,Po,,Y,52.9,61.4,9.7,6.3,97.3,0.0,,,0.0,11,2006,New,Partial,605655.0
1348,90,RM,52.8,2039,Pave,,IR2,HLS,AllPub,CulDSac,Mod,NWAmes,PosN,PosA,2fmCon,2Story,9,4,1881,1905,Gambrel,Metal,BrkFace,BrkFace,BrkFace,12.7,Ex,TA,CBlock,Ex,Fa,No,ALQ,65.5,,95.9,336.8,498.2,Grav,Gd,Y,SBrkr,898.3,890.5,7.5,1842.1,1,1,2,0,5,1,Ex,11,Typ,0,,,,RFn,0,0.0,TA,Gd,Y,26.6,21.2,2.1,5.8,43.3,0.0,,,0.0,4,2009,WD,Partial,1481844.0
1349,80,RL,41.2,8394,Pave,,Reg,Bnk,NoSeWa,Inside,Mod,MeadowV,PosN,Artery,Twnhs,2Story,1,2,1871,1871,Flat,WdShake,BrkFace,BrkFace,BrkFace,12.7,Fa,Ex,Wood,TA,TA,Mn,ALQ,217.1,LwQ,88.6,94.4,400.1,OthW,Fa,Y,SBrkr,875.4,0.0,26.7,893.9,1,0,3,0,3,1,Gd,5,Maj2,2,TA,Attchd,1877.0,,1,261.8,TA,TA,Y,42.8,94.6,118.9,0.4,20.7,142.4,GdWo,,0.0,7,2009,WD,Alloca,410660.0
1350,30,RL,87.1,3925,Pave,,Reg,Bnk,AllPub,Corner,Mod,IDOTRR,PosN,Norm,Twnhs,2.5Unf,6,6,1976,2014,Flat,Membran,Stucco,Stucco,BrkFace,57.1,Po,Fa,BrkTil,TA,,Gd,GLQ,307.3,ALQ,130.5,104.0,541.8,OthW,Po,Y,SBrkr,1006.7,0.0,29.9,1059.9,0,1,3,0,3,2,Gd,6,Maj2,3,TA,,,,0,0.0,Gd,TA,Y,40.9,2.3,42.8,10.3,39.1,0.0,,,0.0,7,2010,WD,Abnorml,684935.0
1351,120,C (all),51.4,9547,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Mitchel,RRNe,RRNe,Duplex,1.5Unf,7,9,2011,2022,Hip,Tar&Grv,BrkFace,BrkFace,,0.0,Ex,Po,Wood,TA,Fa,Gd,,120.3,,55.1,189.8,365.2,OthW,TA,Y,SBrkr,955.4,0.0,27.9,1020.7,2,0,1,1,2,1,Ex,12,Typ,1,Gd,Attchd,2018.0,RFn,2,555.4,Gd,TA,Y,9.1,11.0,12.7,29.2,33.8,0.0,MnPrv,,0.0,7,2007,WD,Normal,702403.0
1352,40,FV,45.6,7311,Pave,,IR1,Low,NoSeWa,CulDSac,Gtl,CollgCr,Norm,Artery,Duplex,SFoyer,6,8,1903,1942,Gambrel,Membran,Wd Sdng,Wd Sdng,BrkFace,50.7,TA,Po,BrkTil,Fa,Gd,Av,BLQ,343.6,,27.8,219.6,591.0,GasW,Fa,Y,SBrkr,1271.7,0.0,11.1,1280.4,0,1,3,1,1,2,TA,8,Sev,1,,Attchd,1913.0,RFn,2,,TA,TA,Y,49.3,35.3,10.5,20.3,37.1,0.0,GdWo,Shed,111.3,11,2006,Con,Partial,846658.0
1353,40,RL,86.8,4445,Pave,Pave,IR1,Lvl,ELO,CulDSac,Gtl,Timber,PosN,Norm,Twnhs,1Story,5,4,1954,1993,Hip,Roll,Stucco,Stucco,None,55.9,Gd,Po,Stone,Fa,Gd,No,BLQ,71.2,Unf,62.8,4.5,138.5,GasA,Po,Y,SBrkr,892.2,519.5,13.3,1420.4,0,1,0,0,0,2,TA,11,Sal,3,Gd,Detchd,1970.0,RFn,1,202.0,Gd,Gd,P,59.0,47.0,21.9,0.2,51.8,0.0,,Shed,42.0,5,2006,WD,Normal,834854.0
1354,20,RL,77.4,2641,Pave,,Reg,Lvl,ELO,FR3,Mod,BrDale,RRNn,PosN,Twnhs,1.5Fin,4,2,1954,1977,Hip,ClyTile,Stucco,Stucco,BrkFace,27.6,TA,Gd,Stone,Gd,Gd,Av,ALQ,353.7,,37.6,249.0,640.3,OthW,Po,Y,SBrkr,711.7,1281.0,8.5,2056.0,2,1,0,1,0,2,TA,12,Maj1,1,,Attchd,1963.0,,3,431.4,Gd,Gd,Y,189.0,35.8,58.9,11.2,55.4,0.0,,,0.0,5,2011,ConLI,Partial,1104711.0
1355,75,RL,86.1,1866,Grvl,,Reg,Bnk,AllPub,Inside,Sev,BrDale,RRNn,RRAe,Twnhs,1.5Fin,5,1,1919,1927,Hip,Metal,VinylSd,VinylSd,,0.0,Fa,TA,Slab,Gd,TA,,Unf,648.4,,77.2,205.1,930.7,Floor,Gd,Y,SBrkr,1178.9,231.3,21.9,1420.1,1,1,3,0,0,2,TA,3,Maj1,1,TA,Attchd,1925.0,RFn,0,0.0,Ex,TA,Y,9.8,105.0,19.2,12.0,17.0,0.0,,,0.0,10,2008,WD,Family,867553.0
